age,sex,job,housing,saving_accounts,credit_amount,duration,purpose,risk,income,education,marital_status,number_of_children,credit_score,credit_assignment
25,female,1,own,little,74938.3839268778,24,furniture/equipment,bad,157509.33314061016,Associates's Degree,Single,1,Low,No
45,male,3,own,little,109324.69999420887,6,car,good,1199664.5039753858,High School Diploma,Single,2,High,No
40,male,3,own,little,31353.62129671505,36,education,bad,52277.5439089163,Associate's Degree,Single,0,Average,Yes
35,male,2,free,little,51802.08547426157,12,car,bad,1434368.481373377,Associates's Degree,Single,3,Average,No
33,male,2,own,little,31138.272468152954,18,radio/TV,good,178130.61304390227,Master's Degree,Single,3,Low,No
35,male,2,own,little,62375.89620297529,24,furniture/equipment,good,1183512.0576401856,High School Diploma,Married,2,Average,No
23,female,2,rent,little,19188.38054432016,12,education,good,905681.1978689566,Associates's Degree,Single,1,Low,No
44,female,1,rent,little,29690.603671036755,12,radio/TV,good,97645.0981188886,Bachelor's Degree,Married,3,High,No
48,female,1,own,little,69431.40389530353,24,furniture/equipment,good,1137604.6602755485,Master's Degree,Single,0,Low,Yes
26,female,3,rent,moderate,72624.62577496715,30,radio/TV,good,1315132.7832221847,Master's Degree,Married,3,Average,Yes
48,male,2,own,little,19755.593251246035,9,repairs,good,85646.72118758124,Master's Degree,Single,0,High,No
46,male,2,own,little,35601.65633049496,36,furniture/equipment,good,464447.1766728253,Master's Degree,Married,3,High,No
32,male,2,own,little,35053.66516413758,24,car,good,917982.1260852426,Master's Degree,Single,1,Low,Yes
28,female,1,own,little,11358.155007584131,9,radio/TV,bad,1181612.1216340289,High School Diploma,Married,0,Low,Yes
29,female,3,own,moderate,22978.79174757401,12,business,good,25680.976944970644,High School Diploma,Single,0,Low,Yes
34,male,3,own,little,103860.14484057858,15,car,bad,486652.5241423991,High School Diploma,Single,3,Low,No
31,male,2,own,little,14550.085499218962,24,furniture/equipment,good,1427395.7465616453,High School Diploma,Single,1,High,No
20,female,2,rent,little,20165.54544305335,12,furniture/equipment,bad,62937.91856392575,Bachelor's Degree,Married,2,High,Yes
23,female,2,rent,little,38449.77765123762,30,furniture/equipment,bad,1416278.841565199,Doctorate,Single,3,Average,No
43,male,2,own,little,66076.39282161083,24,car,good,1374526.8114400546,Master's Degree,Single,3,Low,Yes
61,male,3,free,little,31549.63538117656,36,business,bad,110720.0373325808,Master's Degree,Married,2,High,Yes
32,male,3,free,little,75086.06395735232,36,car,good,215573.07459316333,Associates's Degree,Single,0,Average,No
42,male,2,free,little,21985.15501421245,6,radio/TV,good,88165.70545413982,Master's Degree,Single,0,High,Yes
67,male,2,own,little,18708.79897754204,6,radio/TV,good,46066.52113523196,Bachelor's Degree,Single,0,High,No
23,male,1,rent,moderate,29922.424749544934,18,radio/TV,good,1035171.3209412048,Doctorate,Married,1,Average,Yes
26,male,2,own,quite rich,29187.76541921768,12,radio/TV,good,560009.1273757359,Master's Degree,Married,1,High,Yes
22,female,2,own,rich,89123.08856974752,48,radio/TV,bad,92356.67621824644,Master's Degree,Married,2,High,Yes
25,male,2,own,moderate,16050.22450142084,15,furniture/equipment,good,1349754.140552464,Doctorate,Single,1,Average,No
26,female,2,own,little,36692.0254472276,18,radio/TV,good,491923.2942528551,High School Diploma,Single,1,Average,No
22,male,1,rent,little,4553.902475299255,9,car,good,356720.3549603151,Master's Degree,Married,1,Low,Yes
30,male,2,free,little,46291.13450532824,24,furniture/equipment,good,314292.7628757506,High School Diploma,Single,0,High,Yes
26,male,2,own,quite rich,31495.299065858304,12,radio/TV,good,608082.100874373,Master's Degree,Married,1,High,Yes
24,female,2,own,quite rich,49192.31157381983,18,radio/TV,bad,1207859.4852450248,Bachelor's Degree,Single,2,Low,Yes
33,female,2,own,little,29725.297453746924,24,education,good,806719.3540994384,Bachelor's Degree,Married,1,High,No
31,male,1,own,little,160878.96465021314,36,business,good,290743.7263777186,Master's Degree,Married,3,Average,No
33,male,2,rent,little,34941.54352647028,20,car,bad,1199834.6126248424,Master's Degree,Single,2,Average,No
60,male,3,own,little,99228.15447172007,20,car,good,1116729.096136146,Doctorate,Single,1,Low,Yes
35,male,3,rent,little,110327.33461815528,36,car,good,53143.54798137725,Bachelor's Degree,Single,0,Average,Yes
42,female,2,rent,little,6334.366244983066,12,radio/TV,good,67959.25029317621,Master's Degree,Single,0,High,Yes
27,male,1,own,quite rich,21342.456972066226,10,car,bad,698138.03673753,Master's Degree,Married,2,Average,No
65,female,0,own,little,18071.626223772782,18,radio/TV,good,470768.6346879274,Associates's Degree,Married,2,Low,No
38,male,3,own,little,123551.78242914878,24,car,good,1313172.7714524283,Doctorate,Single,1,Low,No
43,male,3,own,rich,37304.688377194696,27,business,good,1434373.2637930596,Master's Degree,Single,3,High,Yes
28,female,3,own,little,44548.31646727756,21,car,good,1126674.1463155686,Doctorate,Single,1,Low,No
39,male,3,own,little,181870.387570146,24,vacation/others,bad,32557.238559650614,High School Diploma,Single,0,Low,No
29,female,2,own,little,51575.938909327386,21,radio/TV,good,602127.6685894491,Doctorate,Single,1,Average,Yes
43,male,2,own,moderate,31511.75148035885,12,furniture/equipment,good,46710.44893122743,Doctorate,Single,2,Average,Yes
32,male,2,own,moderate,24363.66664714614,24,radio/TV,good,275058.695771596,Master's Degree,Married,2,Average,Yes
41,male,2,own,little,41612.43532948781,36,furniture/equipment,bad,176328.01799743954,Master's Degree,Single,2,High,Yes
26,male,1,own,little,11771.49913035008,6,car,good,57000.13147337467,Bachelor's Degree,Married,2,High,Yes
30,male,2,free,little,49433.06642960516,24,furniture/equipment,good,294220.6106510461,High School Diploma,Single,0,High,Yes
36,male,2,own,little,44851.32059513962,24,radio/TV,good,43677.55437583274,Associate's Degree,Single,0,Average,No
37,male,1,own,little,20367.400368221228,24,car,bad,616000.165112375,Bachelor's Degree,Single,1,Low,Yes
22,female,1,rent,rich,20759.161455285688,12,furniture/equipment,good,568645.9392816775,High School Diploma,Married,1,Low,Yes
25,female,2,own,moderate,55096.8083757399,18,radio/TV,good,301258.70387220697,Master's Degree,Single,1,High,No
47,male,2,free,little,82486.26374806146,24,radio/TV,good,1249901.522184376,Master's Degree,Married,1,Average,No
42,male,2,free,rich,173131.4303389301,36,car,good,1263357.0395107155,Bachelor's Degree,Single,0,High,Yes
24,male,2,own,little,146532.84167566223,36,car,bad,346411.87215272937,High School Diploma,Married,1,Low,Yes
35,male,2,own,little,66677.82291919642,24,furniture/equipment,good,1243221.5274072597,High School Diploma,Married,2,Average,No
45,male,1,own,little,5594.446255118865,12,education,good,73599.52498424104,Doctorate,Married,1,High,Yes
22,female,2,rent,rich,30534.198729759675,12,furniture/equipment,good,983079.8818960006,High School Diploma,Married,2,Average,Yes
34,male,1,own,little,28016.29977959614,6,business,good,1061961.553476509,High School Diploma,Married,1,High,Yes
35,male,2,free,little,23873.930357740788,15,radio/TV,good,958208.999636586,Doctorate,Single,0,Low,Yes
25,female,2,rent,little,20440.851844454024,12,car,bad,77221.68236066269,High School Diploma,Married,1,High,Yes
32,male,1,own,little,20751.476660719967,18,radio/TV,good,949126.0212421996,Associates's Degree,Married,2,Average,Yes
35,male,2,free,little,53856.39222984636,12,car,bad,1438640.5051101714,Associates's Degree,Single,3,Average,No
35,male,1,own,little,65623.5095054344,18,car,good,841829.6474607516,Doctorate,Married,3,Low,No
67,female,2,own,little,60321.388570544725,18,repairs,good,53350.4726584887,Doctorate,Single,0,Low,No
30,female,2,own,little,130443.73177545234,48,car,good,678669.2663679875,Master's Degree,Married,3,Average,No
31,female,2,own,little,31568.66121932044,6,radio/TV,good,760690.4943073905,Bachelor's Degree,Married,1,High,No
35,male,2,free,quite rich,22991.94137239552,15,radio/TV,good,944813.9213581118,Doctorate,Single,0,Low,Yes
47,male,2,free,little,29794.04426585253,18,furniture/equipment,good,61784.89098771173,Doctorate,Married,2,Average,Yes
60,male,2,own,moderate,31843.857546773703,24,car,good,920776.2850007386,High School Diploma,Married,1,High,No
34,male,1,free,little,62444.548050601385,48,business,bad,459070.3065219384,Bachelor's Degree,Single,3,Average,No
22,male,2,own,little,42437.13953788169,24,furniture/equipment,good,1231364.2487900616,Associates's Degree,Single,0,Average,No
52,male,2,own,little,14530.16935898386,9,education,good,24667.142760939598,High School Diploma,Single,3,High,Yes
28,male,1,rent,little,97339.77371383188,18,car,good,45390.7708326548,High School Diploma,Single,0,Average,Yes
25,male,2,own,little,33626.50963014964,9,furniture/equipment,good,1062889.6779928657,High School Diploma,Single,3,Average,No
23,female,1,own,rich,16072.117432534958,18,car,bad,1331221.1553722438,High School Diploma,Married,3,Average,Yes
32,female,1,own,little,14118.956219192967,6,car,bad,615854.0078870313,Master's Degree,Married,3,Low,No
41,female,1,own,little,3890.758197857839,6,car,good,727036.5155680128,Associates's Degree,Married,0,Low,No
31,male,3,free,little,116392.44061888708,48,vacation/others,good,933421.8520525952,Bachelor's Degree,Single,3,Average,No
34,male,1,own,little,26241.53145043993,6,business,good,1092955.7071738846,High School Diploma,Married,1,High,Yes
33,male,2,own,little,37704.12482340062,24,furniture/equipment,bad,446466.6991864046,Doctorate,Single,0,Low,Yes
32,male,3,own,little,29175.16222425424,18,radio/TV,good,1394285.641940213,Master's Degree,Married,0,Low,Yes
25,male,1,own,little,10990.721778084428,12,car,bad,1101193.4046706692,Master's Degree,Married,1,Average,Yes
26,male,2,own,little,69707.84827214823,42,radio/TV,bad,126574.3967989006,Doctorate,Married,3,Low,Yes
35,male,2,own,little,42855.76667308137,9,radio/TV,good,510942.79197135457,Bachelor's Degree,Single,3,Low,No
37,female,2,own,quite rich,33073.59226892043,24,car,good,229284.27989940607,Bachelor's Degree,Married,2,High,No
53,female,2,own,little,12923.167496266087,12,education,bad,612419.6357174237,Associates's Degree,Married,1,Average,No
64,female,2,own,moderate,21597.50807430209,10,car,good,1378713.0694939443,High School Diploma,Married,2,Low,No
32,male,1,own,little,71456.38618048515,27,furniture/equipment,good,634944.345666298,Master's Degree,Married,1,High,No
34,female,3,own,moderate,31333.82920317903,24,furniture/equipment,bad,1352561.2509336688,Master's Degree,Married,0,High,No
41,male,1,own,little,14035.779872877723,12,car,bad,72853.31336744817,Associates's Degree,Married,2,High,Yes
24,male,2,rent,little,94128.2508075747,30,car,good,64231.04134215386,Bachelor's Degree,Married,2,High,No
35,male,2,free,little,53151.37683346139,12,car,bad,1402077.4807772478,Associates's Degree,Single,3,Average,No
26,male,2,own,little,13914.726525894586,8,business,good,691247.5011299903,Doctorate,Single,0,Low,Yes
29,male,2,own,little,41894.03187881814,28,radio/TV,good,66506.73049980852,Doctorate,Married,0,High,Yes
24,female,2,rent,quite rich,19733.64385152486,15,domestic appliances,bad,227644.67299172,Bachelor's Degree,Single,1,High,Yes
65,male,2,free,moderate,39634.49307174973,18,radio/TV,bad,894285.1942003415,Master's Degree,Single,2,Low,Yes
32,male,2,rent,little,188294.07724133888,39,education,good,244466.36528832855,Master's Degree,Married,3,Low,Yes
34,male,2,own,little,39004.48898648787,7,radio/TV,good,57733.90835002383,Doctorate,Married,1,High,No
23,male,1,rent,rich,10131.32842227534,6,repairs,good,1379031.8482504294,Associates's Degree,Married,0,Average,Yes
29,male,2,free,little,32506.276785492904,12,radio/TV,bad,230854.5432340725,High School Diploma,Married,3,Low,Yes
33,female,1,own,moderate,50500.65179017428,9,car,good,609906.4442027349,Associates's Degree,Married,3,Low,No
33,male,3,rent,little,74907.69410814693,48,business,bad,184946.14798366703,High School Diploma,Married,2,Average,Yes
27,female,2,own,rich,38491.798246097074,18,radio/TV,good,1395855.519927913,Associates's Degree,Single,1,Average,No
40,female,2,rent,little,47957.164993716935,18,furniture/equipment,good,1104932.1068568318,Bachelor's Degree,Married,1,Average,Yes
49,male,1,own,little,9590.695402176056,12,car,good,1352437.020736918,Associates's Degree,Single,3,Low,No
37,male,2,own,little,20118.9410714058,10,domestic appliances,good,102636.27715287606,Doctorate,Single,0,High,Yes
32,male,2,rent,little,47666.1187098484,24,furniture/equipment,good,1156209.9394157918,Doctorate,Single,1,Average,Yes
25,female,2,own,little,18484.66905653075,9,radio/TV,good,1137444.2868723546,High School Diploma,Married,3,High,No
45,female,2,own,little,37408.61597906089,7,radio/TV,good,1284868.5957677464,Bachelor's Degree,Single,2,High,No
35,male,3,own,little,15872.380903127729,6,furniture/equipment,good,929426.7581770394,Doctorate,Married,0,Average,No
45,male,2,free,little,19540.056412897266,15,car,good,1046009.4222407088,High School Diploma,Single,2,High,Yes
29,male,2,free,little,34912.76349217282,12,radio/TV,bad,224435.4094873565,High School Diploma,Married,3,Low,Yes
22,female,2,own,little,26033.247947748037,9,radio/TV,bad,387064.8974074722,Associates's Degree,Single,2,Average,No
39,male,3,own,little,28574.73774081278,12,car,good,1389639.6753952664,High School Diploma,Married,2,Average,No
36,male,3,free,little,83991.8411890606,18,car,good,1319632.6105997085,Associates's Degree,Single,1,Average,No
24,male,2,own,little,91571.90523170232,72,radio/TV,bad,1358154.5515820673,High School Diploma,Single,3,Low,Yes
31,male,2,rent,little,48217.16223661013,24,business,bad,334765.7540080795,Doctorate,Married,0,High,No
52,female,1,own,rich,5559.551084495473,6,car,good,1415388.6232315516,Bachelor's Degree,Single,3,Average,Yes
29,female,2,own,little,52577.9991753063,21,radio/TV,good,591058.0759498122,Doctorate,Single,1,Average,Yes
28,male,2,rent,little,54749.9394899452,12,furniture/equipment,good,686176.0774391287,Doctorate,Married,0,High,Yes
28,male,2,own,quite rich,55372.22126428809,36,radio/TV,good,984712.8240803442,Master's Degree,Married,2,High,Yes
26,male,2,own,little,32889.03371519015,10,furniture/equipment,good,22021.36623434842,High School Diploma,Single,0,Low,Yes
57,female,1,own,little,19068.745070331155,24,radio/TV,good,1118079.284869395,Doctorate,Married,0,High,Yes
24,male,2,own,little,45781.68691001973,12,radio/TV,good,188060.29997412863,Doctorate,Single,0,High,Yes
28,male,2,own,little,21873.093788260827,6,car,good,109164.48075158952,Bachelor's Degree,Single,2,High,Yes
23,female,1,own,little,58407.920320490135,12,radio/TV,good,649702.5688712996,Doctorate,Single,2,High,Yes
27,male,2,own,little,97485.58129042854,40,education,bad,334376.0492258983,Bachelor's Degree,Single,1,Average,Yes
33,male,2,rent,quite rich,36583.02364416341,20,car,bad,1218585.497135928,Master's Degree,Single,2,Average,No
32,female,2,own,little,71346.28262030559,6,furniture/equipment,bad,310855.3945329623,High School Diploma,Single,1,Low,Yes
45,male,2,own,little,165787.43820150715,36,car,good,601788.4399725775,Associates's Degree,Married,0,High,Yes
28,male,2,rent,little,99062.29078735008,12,radio/TV,bad,999904.7134649864,High School Diploma,Single,2,Low,No
23,female,1,own,little,55030.09121231095,12,radio/TV,good,665332.6196639285,Doctorate,Single,2,High,Yes
53,male,2,free,little,79930.06210658685,24,car,bad,92726.79272277794,Bachelor's Degree,Married,3,High,No
39,male,1,own,little,111443.5664917186,11,car,good,46373.74940599976,High School Diploma,Single,0,Average,Yes
27,male,2,own,little,57804.208731804174,36,education,good,1054885.097273956,Doctorate,Single,2,Low,No
60,male,3,own,little,106197.47402953534,20,car,good,1118151.263970751,Doctorate,Single,1,Low,Yes
24,male,2,own,little,40701.00165808472,39,car,good,973844.4100959984,Doctorate,Single,1,Low,No
24,male,2,own,little,48357.89145921839,12,radio/TV,good,187745.90457669483,Doctorate,Single,0,High,Yes
31,male,2,own,little,22247.536977323223,6,business,good,121102.16247152054,High School Diploma,Married,0,High,Yes
27,male,1,own,little,41845.40113292378,15,furniture/equipment,good,73771.87372466862,Master's Degree,Single,0,High,No
